interaction_id,user_id,amount,timestamp,llm_semantic_intent_score,voice_biometric_jitter,synthetic_face_embedding_dist,adversarial_perturbation_index,device_risk,amount_deviation,is_fraud,attack_id,variant_id,variant_name
GENAI-0CA084,USR-3655,40.27,2026-08-07T21:30:53,0.0157,0.1228,0.0578,0.032,0.0342,0.1716,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0CB60F,USR-1548,108.83,2026-08-26T12:02:20,0.0571,0.232,0.28,0.25,0.2622,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-02F421,USR-8201,10.0,2026-08-15T09:59:51,0.085,0.0201,0.2614,0.01,0.2787,0.1786,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-094CAD,USR-2998,78.08,2026-08-30T03:39:39,0.4002,0.3537,0.3417,0.2458,0.2353,0.4787,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0A56B0,USR-5348,39.35,2026-08-27T11:16:44,0.0626,0.255,0.0314,0.1922,0.3324,0.1316,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0B0C1E,USR-3140,68.09,2026-08-23T16:23:52,0.0649,0.1754,0.0954,0.1434,0.1878,0.1031,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0523C4,USR-5887,121.64,2026-08-27T06:49:10,0.0475,0.1456,0.158,0.053,0.35,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-08C8E9,USR-8828,13.23,2026-08-29T16:18:35,0.0164,0.0739,0.1393,0.0567,0.188,0.1903,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0872EA,USR-9010,70.46,2026-08-22T22:28:47,0.0594,0.28,0.2316,0.15,0.125,0.2773,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0DE9D6,USR-8487,77.71,2026-08-08T11:44:39,0.1091,0.0354,0.1273,0.2044,0.02,0.0257,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0EFE11,USR-3520,28.44,2026-08-16T21:30:52,0.28,0.0501,0.0436,0.2104,0.35,0.1647,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0237BB,USR-4893,118.42,2026-08-21T16:32:00,0.1411,0.0975,0.1943,0.2233,0.2463,0.111,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0E86F2,USR-9955,67.34,2026-08-25T17:21:20,0.1375,0.0553,0.0599,0.1041,0.1167,0.302,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-01E962,USR-7566,17.25,2026-08-10T08:36:17,0.0689,0.1155,0.1831,0.0797,0.2196,0.191,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-07334A,USR-4585,131.94,2026-08-02T14:18:21,0.0814,0.2252,0.1297,0.0345,0.13,0.0524,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-074C8B,USR-4112,16699.96,2026-08-08T18:07:26,0.2434,0.204,0.8553,0.528,0.6103,0.9005,1,GENAI-001,GENAI-V3,Generative AI Synthetic Identity (KYC Diffusion Bypass)
GENAI-0EA0F4,USR-7438,62.93,2026-08-09T02:47:51,0.0192,0.2253,0.0659,0.103,0.023,0.0897,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0AD0CF,USR-8218,195.38,2026-08-14T10:31:46,0.0337,0.0599,0.0987,0.1929,0.3002,0.2238,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0E65F8,USR-7898,71.48,2026-08-15T18:24:14,0.0458,0.0221,0.1555,0.25,0.2959,0.2899,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-04FE31,USR-6698,556.46,2026-08-07T16:05:55,0.2483,0.2779,0.0905,0.0299,0.2336,0.1698,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-08EB92,USR-3679,3761.39,2026-08-06T05:27:00,0.3361,0.2034,0.2339,0.6962,0.3851,0.5735,1,GENAI-001,GENAI-V4,Adaptive Adversarial Feature Evasion
GENAI-0C7E89,USR-4684,31366.86,2026-08-04T10:46:02,0.7608,0.8649,0.3014,0.3172,0.8334,0.875,1,GENAI-001,GENAI-V2,Deepfake Video & Voice Authorization Bypass
GENAI-09913F,USR-8748,20.83,2026-08-09T21:53:11,0.0828,0.1324,0.0407,0.1735,0.3246,0.2809,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-02562E,USR-9895,57.48,2026-08-30T04:48:45,0.2731,0.2029,0.2146,0.0432,0.2015,0.0498,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0CB0B8,USR-7215,53.5,2026-08-01T10:04:57,0.2669,0.1229,0.1192,0.0356,0.2398,0.0682,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0C3AC3,USR-6437,377.71,2026-08-06T09:39:25,0.28,0.1743,0.1301,0.2319,0.0871,0.2959,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0855CA,USR-9763,27109.65,2026-08-01T15:38:01,0.6191,0.9131,0.4097,0.4964,0.9299,0.8574,1,GENAI-001,GENAI-V2,Deepfake Video & Voice Authorization Bypass
GENAI-076EF4,USR-3891,229.64,2026-08-21T08:29:22,0.2243,0.1992,0.2412,0.01,0.1596,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0B91D2,USR-6649,71.44,2026-08-07T20:18:03,0.3289,0.341,0.5213,0.353,0.315,0.5171,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-077E27,USR-7506,48.98,2026-08-13T14:16:42,0.2106,0.2096,0.0554,0.0219,0.16,0.1657,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-051BF4,USR-3044,21.23,2026-08-07T12:08:49,0.121,0.0521,0.0954,0.2031,0.1414,0.0773,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-01A8A0,USR-2500,10.0,2026-08-22T01:58:26,0.0938,0.0509,0.28,0.25,0.3423,0.1836,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0E5BCA,USR-9127,100.35,2026-08-04T23:20:07,0.1775,0.0804,0.1402,0.0762,0.031,0.0792,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0272E6,USR-3961,21.06,2026-08-22T09:29:52,0.28,0.177,0.223,0.1969,0.153,0.1324,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0AD497,USR-5333,36.22,2026-08-29T12:39:14,0.1885,0.28,0.0767,0.1365,0.1811,0.0453,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0B55AB,USR-5196,39.98,2026-08-09T07:39:09,0.28,0.0141,0.1457,0.25,0.2671,0.0642,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-060B78,USR-2823,20.87,2026-08-19T16:19:06,0.2561,0.0779,0.0934,0.1911,0.0781,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-062F7B,USR-5709,25808.24,2026-08-27T15:15:19,0.08,0.1609,0.8769,0.7545,0.8208,0.8829,1,GENAI-001,GENAI-V3,Generative AI Synthetic Identity (KYC Diffusion Bypass)
GENAI-02FBC1,USR-1461,36806.09,2026-08-06T10:57:05,0.7458,0.7168,0.382,0.4902,0.8642,0.9622,1,GENAI-001,GENAI-V2,Deepfake Video & Voice Authorization Bypass
GENAI-0D27BB,USR-7202,25.13,2026-08-08T01:07:25,0.0809,0.1193,0.0302,0.0213,0.35,0.1586,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-024E5A,USR-9372,45.2,2026-08-24T03:14:15,0.28,0.28,0.0376,0.25,0.1939,0.12,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-036863,USR-9295,26.71,2026-08-25T21:24:38,0.0764,0.2276,0.1456,0.0346,0.201,0.2223,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0CA880,USR-9594,116.0,2026-08-15T21:20:29,0.28,0.2791,0.1748,0.2274,0.0235,0.0487,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0A9C9D,USR-6838,61.05,2026-08-28T05:23:27,0.28,0.28,0.28,0.1334,0.1533,0.2668,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-04737F,USR-6456,48.6,2026-08-15T08:41:46,0.0944,0.1519,0.28,0.25,0.1349,0.2532,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-056ED9,USR-5278,29.25,2026-08-20T15:58:06,0.28,0.0863,0.1631,0.0325,0.1868,0.0701,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0C85EB,USR-5125,70.53,2026-08-20T16:21:27,0.1059,0.0153,0.2195,0.075,0.0338,0.2248,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0931A6,USR-1844,290.78,2026-08-14T09:42:07,0.2774,0.0965,0.0416,0.25,0.35,0.0388,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-021316,USR-2339,37.71,2026-08-26T10:45:51,0.206,0.0812,0.1876,0.25,0.1798,0.275,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-077273,USR-7156,10.0,2026-08-01T10:31:51,0.28,0.0991,0.154,0.1234,0.2653,0.1139,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-095172,USR-1364,117.01,2026-08-03T10:34:03,0.1837,0.0492,0.179,0.0609,0.1315,0.0532,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-088007,USR-6185,16.54,2026-08-26T22:45:16,0.28,0.171,0.0388,0.25,0.1572,0.2149,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0608F5,USR-9491,26.36,2026-08-25T22:42:08,0.0222,0.0917,0.1433,0.069,0.1152,0.035,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-04497A,USR-1543,134.11,2026-08-07T22:15:49,0.0696,0.0212,0.0604,0.0654,0.3055,0.2086,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0AC1AF,USR-1211,66.44,2026-08-17T08:01:12,0.0823,0.11,0.1554,0.0577,0.1856,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-07EAE9,USR-5217,128.4,2026-08-29T10:32:52,0.28,0.1541,0.1173,0.1379,0.1217,0.0397,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-07C0E5,USR-3072,26.46,2026-08-22T09:51:32,0.28,0.136,0.0507,0.25,0.1918,0.1339,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0235FF,USR-9648,10.0,2026-08-08T13:12:22,0.1978,0.0296,0.0644,0.0903,0.35,0.2097,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-024EFA,USR-6747,41.9,2026-08-19T08:06:10,0.1155,0.0149,0.2439,0.0589,0.0894,0.3223,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-03BE08,USR-2992,24.24,2026-08-10T09:57:49,0.1899,0.1684,0.1359,0.25,0.1084,0.0379,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0731D3,USR-2619,202.63,2026-08-05T19:20:40,0.1194,0.1891,0.28,0.1894,0.063,0.2154,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-07AAFF,USR-5376,291.2,2026-08-21T22:25:22,0.0656,0.0567,0.28,0.1221,0.35,0.054,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-03B9DF,USR-8606,1449.99,2026-08-12T17:27:39,0.3118,0.3617,0.2119,0.8089,0.3845,0.628,1,GENAI-001,GENAI-V4,Adaptive Adversarial Feature Evasion
GENAI-06ECB2,USR-8258,4049.66,2026-08-11T06:41:40,0.3776,0.1022,0.291,0.9489,0.3662,0.4995,1,GENAI-001,GENAI-V4,Adaptive Adversarial Feature Evasion
GENAI-03742C,USR-1847,54.52,2026-08-16T19:06:43,0.0688,0.0355,0.28,0.25,0.0594,0.2184,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0C2809,USR-6631,48.89,2026-08-21T18:49:57,0.2012,0.1042,0.0506,0.084,0.1052,0.0459,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0E52B2,USR-5506,24.7,2026-08-14T20:49:48,0.1008,0.1111,0.1455,0.0761,0.237,0.1325,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0844B5,USR-5499,65.28,2026-08-01T09:14:52,0.1913,0.0435,0.0405,0.0316,0.0951,0.1593,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0A4403,USR-4423,409.13,2026-08-23T20:44:49,0.1224,0.1223,0.0755,0.1852,0.1955,0.2916,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-03C2D7,USR-4789,38.38,2026-08-29T00:25:30,0.1868,0.1572,0.2352,0.25,0.35,0.0541,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-05ECF0,USR-5561,70.88,2026-08-12T02:50:26,0.0728,0.1224,0.2226,0.1089,0.2094,0.169,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0443A3,USR-8235,49085.96,2026-08-03T23:54:48,0.7404,0.9098,0.3947,0.7406,0.9304,0.9326,1,GENAI-001,GENAI-V2,Deepfake Video & Voice Authorization Bypass
GENAI-02194A,USR-6965,89.97,2026-08-26T23:14:49,0.2163,0.1897,0.0827,0.25,0.0941,0.284,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-02C7C8,USR-4585,237.92,2026-08-29T23:28:47,0.0317,0.28,0.2167,0.1728,0.1739,0.1032,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0D81FC,USR-2647,202.79,2026-08-28T20:06:39,0.0164,0.1894,0.2681,0.1861,0.1117,0.1297,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-046187,USR-4642,2910.68,2026-08-28T00:34:05,0.26,0.2612,0.2663,0.8395,0.2485,0.551,1,GENAI-001,GENAI-V4,Adaptive Adversarial Feature Evasion
GENAI-064AC5,USR-3152,125.04,2026-08-17T01:07:59,0.0829,0.28,0.28,0.25,0.1586,0.0998,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-05B813,USR-8003,88.78,2026-08-13T17:26:52,0.0902,0.0695,0.1763,0.25,0.35,0.1443,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-049729,USR-4745,123.09,2026-08-05T11:04:02,0.1833,0.28,0.0528,0.0402,0.35,0.2675,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-01E9F2,USR-8593,47.37,2026-08-19T15:46:04,0.1776,0.01,0.1087,0.0576,0.02,0.1648,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-045F31,USR-9058,46.03,2026-08-05T20:22:10,0.1104,0.28,0.2596,0.0488,0.2447,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-031A92,USR-4286,17.96,2026-08-15T02:46:53,0.0382,0.1329,0.0846,0.018,0.1519,0.1377,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-06F9DB,USR-4486,237.94,2026-08-14T00:44:20,0.0455,0.28,0.1445,0.01,0.173,0.1749,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-091A40,USR-1775,10.19,2026-08-24T00:51:55,0.1397,0.28,0.1616,0.01,0.1772,0.1893,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-06B9A6,USR-3547,23.34,2026-08-14T22:48:38,0.2747,0.0537,0.1914,0.25,0.1894,0.3277,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-094C79,USR-3989,9558.79,2026-08-18T20:49:00,0.7229,0.2834,0.2475,0.6331,0.6592,0.7791,1,GENAI-001,GENAI-V1,Conversational Autonomous Fraud Agent
GENAI-0550A0,USR-8027,10.0,2026-08-07T20:38:57,0.2307,0.0984,0.1596,0.022,0.0298,0.1234,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-094CD3,USR-3155,15.29,2026-08-18T12:04:57,0.1055,0.046,0.0391,0.049,0.35,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-099CFF,USR-7875,35.36,2026-08-26T14:49:15,0.2166,0.12,0.28,0.141,0.3173,0.0427,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0C1D1D,USR-5263,290.69,2026-08-03T05:22:23,0.28,0.1756,0.1172,0.25,0.2124,0.2349,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0E1D96,USR-5584,443.11,2026-08-07T17:14:20,0.28,0.0116,0.1228,0.0519,0.35,0.0832,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0F3EAE,USR-4201,42.17,2026-08-10T14:09:35,0.0828,0.09,0.198,0.0413,0.2357,0.1419,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-04BDE0,USR-8452,10.0,2026-08-08T23:49:01,0.2113,0.2027,0.0349,0.1766,0.1031,0.1418,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0D09DB,USR-6749,43.42,2026-08-13T14:54:51,0.1353,0.2455,0.2707,0.0751,0.2901,0.1949,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0D8371,USR-1780,52.72,2026-08-12T23:18:39,0.1168,0.2511,0.0353,0.134,0.35,0.2183,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-031C5D,USR-9312,8253.85,2026-08-11T04:46:57,0.7853,0.3436,0.2233,0.5689,0.8374,0.9469,1,GENAI-001,GENAI-V1,Conversational Autonomous Fraud Agent
GENAI-0D54CB,USR-2960,15.02,2026-08-17T09:26:49,0.0722,0.0596,0.244,0.25,0.1241,0.2716,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-079015,USR-6596,21.69,2026-08-19T21:10:19,0.1102,0.28,0.0391,0.0464,0.0281,0.2783,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0AB9CF,USR-6741,56.33,2026-08-25T01:10:50,0.075,0.2436,0.1301,0.1755,0.0415,0.2249,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-07CECF,USR-2718,130.56,2026-08-18T14:58:36,0.198,0.28,0.28,0.0185,0.092,0.0638,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0B0E40,USR-5106,104.99,2026-08-29T13:42:31,0.1635,0.0638,0.28,0.25,0.2002,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0ADB83,USR-9521,27.32,2026-08-12T16:37:24,0.1553,0.28,0.28,0.25,0.0608,0.0754,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-08B723,USR-5348,36.66,2026-08-05T10:45:14,0.28,0.1472,0.1508,0.0111,0.35,0.0609,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0F0239,USR-4393,287.99,2026-08-20T01:13:57,0.1673,0.1466,0.2306,0.0686,0.0953,0.2219,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-036B8D,USR-2032,319.97,2026-08-23T01:23:04,0.28,0.144,0.0477,0.25,0.223,0.1317,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0ECDEE,USR-1014,128.77,2026-08-14T04:27:07,0.1294,0.0782,0.1669,0.1071,0.35,0.01,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-047121,USR-5320,74.32,2026-08-18T14:14:51,0.127,0.1286,0.1706,0.0642,0.35,0.1027,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0A0B2F,USR-1021,108.51,2026-08-16T12:00:19,0.28,0.0869,0.2555,0.25,0.35,0.2887,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-08B768,USR-2147,85.58,2026-08-18T09:23:25,0.0117,0.0202,0.2002,0.25,0.246,0.067,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0C7ED2,USR-8328,283.94,2026-08-02T01:35:43,0.2929,0.3449,0.3687,0.225,0.4636,0.4293,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-05DD15,USR-2285,70.36,2026-08-15T09:20:35,0.1809,0.0988,0.1317,0.25,0.286,0.1925,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-06423D,USR-6572,11.67,2026-08-09T04:25:00,0.0375,0.1189,0.2346,0.073,0.0981,0.134,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0B365A,USR-1854,19.04,2026-08-17T08:21:32,0.1275,0.2656,0.2388,0.031,0.1482,0.0657,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-06430A,USR-3884,21548.05,2026-08-22T18:37:26,0.1718,0.1632,0.8736,0.4528,0.5504,0.6229,1,GENAI-001,GENAI-V3,Generative AI Synthetic Identity (KYC Diffusion Bypass)
GENAI-04134A,USR-8679,68242.46,2026-08-02T02:50:52,0.505,0.6777,0.2897,0.5337,0.6549,0.99,1,GENAI-001,GENAI-V2,Deepfake Video & Voice Authorization Bypass
GENAI-0D4F34,USR-9202,86.79,2026-08-07T21:11:30,0.1727,0.28,0.1158,0.0621,0.2489,0.2474,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0747AA,USR-2581,152.96,2026-08-27T09:08:05,0.0266,0.11,0.28,0.25,0.2004,0.2196,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-018B13,USR-9623,1835.26,2026-08-03T17:40:16,0.2565,0.1711,0.2454,0.7208,0.4415,0.5788,1,GENAI-001,GENAI-V4,Adaptive Adversarial Feature Evasion
GENAI-0CDC2C,USR-9794,140.11,2026-08-03T03:31:10,0.1656,0.0163,0.28,0.0861,0.35,0.3126,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-02A3BD,USR-6731,68.08,2026-08-29T11:43:03,0.0294,0.0445,0.28,0.0602,0.3309,0.1947,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-041025,USR-7468,147.2,2026-08-25T13:44:07,0.28,0.165,0.2293,0.118,0.2757,0.0853,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0307AF,USR-9452,34063.03,2026-08-14T14:04:03,0.2531,0.1379,0.7605,0.6056,0.593,0.7928,1,GENAI-001,GENAI-V3,Generative AI Synthetic Identity (KYC Diffusion Bypass)
GENAI-0EDF14,USR-7437,91.41,2026-08-07T01:38:56,0.28,0.0488,0.28,0.01,0.02,0.262,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0DAA90,USR-7564,25985.93,2026-08-12T04:26:47,0.2326,0.232,0.672,0.434,0.6065,0.9052,1,GENAI-001,GENAI-V3,Generative AI Synthetic Identity (KYC Diffusion Bypass)
GENAI-01D1CA,USR-5247,34.34,2026-08-26T07:56:52,0.28,0.1178,0.1154,0.2099,0.2151,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-04DC59,USR-7318,10.0,2026-08-25T11:47:56,0.1618,0.1396,0.0565,0.1171,0.2678,0.198,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0D3A5E,USR-7147,87.81,2026-08-20T10:09:03,0.081,0.0336,0.0676,0.105,0.1633,0.0652,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0A7A7E,USR-8737,20.8,2026-08-03T16:13:19,0.0295,0.0776,0.1472,0.2262,0.1445,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-059225,USR-3930,16.33,2026-08-15T01:14:08,0.0652,0.0674,0.0698,0.1015,0.0794,0.3202,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-03420E,USR-5399,222.51,2026-08-21T20:45:04,0.1419,0.2448,0.28,0.1238,0.0691,0.1789,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0C7185,USR-5915,21.75,2026-08-21T14:22:33,0.0707,0.0726,0.2743,0.0895,0.2724,0.2202,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-043E22,USR-7369,39.75,2026-08-09T22:46:19,0.2193,0.2621,0.4497,0.2195,0.5142,0.2828,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0B011F,USR-4190,12.63,2026-08-13T15:56:30,0.0558,0.117,0.1976,0.0103,0.1418,0.3148,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-023E0B,USR-6846,127.91,2026-08-24T20:39:45,0.1178,0.0556,0.28,0.2018,0.2896,0.2275,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0DB87F,USR-3657,59.65,2026-08-22T02:55:43,0.28,0.1144,0.1548,0.25,0.0363,0.254,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0B0933,USR-3289,86.54,2026-08-26T00:45:52,0.0444,0.2074,0.0884,0.0222,0.0545,0.0848,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0D24F7,USR-6761,30.54,2026-08-26T16:02:55,0.1717,0.0705,0.046,0.055,0.1572,0.2214,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-067388,USR-3987,53.46,2026-08-16T13:19:28,0.2829,0.6256,0.2729,0.181,0.3566,0.4099,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-054038,USR-7715,33.57,2026-08-16T00:11:31,0.1018,0.0988,0.1394,0.0854,0.198,0.0511,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0898D1,USR-4178,34.55,2026-08-27T19:53:04,0.28,0.0748,0.28,0.1973,0.35,0.1518,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-073429,USR-3418,11.72,2026-08-27T00:45:40,0.0985,0.28,0.28,0.1158,0.2096,0.2847,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-03ABC2,USR-6571,10.0,2026-08-04T15:30:04,0.28,0.2266,0.0421,0.0178,0.35,0.0609,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0CC0E5,USR-2519,2878.53,2026-08-03T16:28:53,0.3825,0.1227,0.2743,0.7159,0.3173,0.4222,1,GENAI-001,GENAI-V4,Adaptive Adversarial Feature Evasion
GENAI-0B8ECA,USR-5025,547.69,2026-08-03T07:41:49,0.2016,0.1853,0.0323,0.1846,0.1344,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0E918B,USR-2126,66.57,2026-08-03T17:30:30,0.1164,0.0722,0.28,0.0521,0.3161,0.2062,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0DEBA6,USR-5387,1781.28,2026-08-21T15:57:27,0.3325,0.1549,0.2803,0.8176,0.3882,0.531,1,GENAI-001,GENAI-V4,Adaptive Adversarial Feature Evasion
GENAI-039F8F,USR-1760,83975.94,2026-08-19T20:56:16,0.7634,0.7904,0.2876,0.3443,0.8927,0.9835,1,GENAI-001,GENAI-V2,Deepfake Video & Voice Authorization Bypass
GENAI-038BC8,USR-1013,52006.05,2026-08-11T13:28:53,0.7443,0.6926,0.3497,0.489,0.7244,0.8512,1,GENAI-001,GENAI-V2,Deepfake Video & Voice Authorization Bypass
GENAI-08525C,USR-7178,154.39,2026-08-29T21:36:10,0.0339,0.1813,0.1336,0.2052,0.0756,0.0876,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-091E9E,USR-1660,27.76,2026-08-14T22:47:00,0.0124,0.28,0.0717,0.0531,0.2669,0.1202,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-09A8C7,USR-3269,208.45,2026-08-16T09:04:50,0.28,0.2103,0.1675,0.1682,0.1787,0.3158,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0AE10F,USR-8613,52.01,2026-08-14T09:21:28,0.0459,0.1466,0.1156,0.0736,0.2491,0.1332,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-01FF99,USR-1042,10.0,2026-08-12T11:27:50,0.1191,0.1633,0.0678,0.2004,0.3434,0.3067,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0D59FD,USR-5943,61071.98,2026-08-03T09:04:55,0.7242,0.9683,0.2965,0.4314,0.8443,0.9688,1,GENAI-001,GENAI-V2,Deepfake Video & Voice Authorization Bypass
GENAI-067996,USR-4041,167.33,2026-08-16T10:44:14,0.5582,0.5371,0.1576,0.3467,0.432,0.2246,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0386AF,USR-6706,84.36,2026-08-21T18:28:21,0.1542,0.0985,0.1524,0.0473,0.0555,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
